,sample,feas,objective_function
0,"[  83.73919042  239.53404245  140.51721989 -620.59240899 -447.45375539
  546.74543523 -817.12015092  139.17861284 -611.28016014 -312.72971246
  825.98970521 -848.36056067  640.40756458 -366.16690417   18.25541736
   53.45684758  366.28066456  752.86694714  900.26055376  836.29564075
  559.87890682  667.20427441  421.91934764  331.00202474  122.00540244
  923.66188733  387.72451654  772.48560703  889.58149479  758.6498826
 -366.49074977 -862.09273784  979.70452841   20.85515534  836.89530617
   64.52810249  110.90983856   45.28944488  977.64839077 -993.87476931
   38.89278816  409.81501956  129.56931787  904.47954555   19.58818749
 -956.55061135  898.38919871  158.19554726  249.73672681  752.73737654
  428.80985009  221.56947268  396.44115121   55.82046863  808.77975633
  832.15126588  983.40418919 -840.75873892 -913.88606454  198.42225457
 -853.52141268  907.51683318  206.91331881 -547.22994248  563.64390372
  871.08338041  882.40330328  454.66199025  155.14959322 -296.19967518
  237.1104684   932.8472763   979.15890172  139.38630449  130.49735308
  148.45807751  103.142022   -174.39241662  336.60879634  290.18969974
  838.51486939  525.13311812  805.13144306  -20.78730851  987.61744393
    3.01047031   13.9144721   235.07828631  669.72874027  461.83925108
   55.09457402  985.16368031 -153.49115893 -111.44964395   29.91709512]",0,
0,"[-112.46236642  645.72618165  128.83855481  127.81557049 -854.91585313
 -953.94485721 -480.72460471  595.72792393 -759.34515476   59.84880007
   12.00109229  429.29487524  381.58933191 -105.36114155  115.7948624
  238.92531044  350.11182327  495.77824664 -561.74766985  601.88523773
  514.55180374  328.23288496  710.9682224   730.87000432  150.62988261
  715.71664025  708.73581693  898.35892695  403.19824419  394.40055603
 -755.06786676 -700.17239205  826.13495009  626.91061553  301.2709397
 -914.79318677 -884.36979574  648.78201959  398.25789211 -648.01792349
  320.68733072  240.30036333  495.28432608  312.64894018  610.01421679
  856.43365823  544.56817745   80.82076424  735.02634031  148.20692965
  145.13084385   10.81715968 -118.9703168   878.80966089  207.53833513
  203.86764908  213.1531451   674.87360732 -126.01832849  783.53836787
  109.67559721  218.11181996  997.80848635 -254.50236117   11.36605041
  280.71052433  715.28673454   49.5862579   707.78915437  811.99499964
  719.9258115   501.08430808  112.83041722  395.0958642    60.55967848
  114.73142678 -753.89872041  217.96662793  813.829779    103.8319286
  259.31322211  555.03092486  935.62523664 -630.55077377  252.27827398
  -71.96312804  881.78184272  829.16392719  933.79203259  214.99649031
 -689.85248679  298.77110788 -513.86515729 -106.86942921  946.01297307]",0,
0,"[ 347.12519678 -156.89027033  661.6183947  -438.25171788 -999.2424912
 -368.7793408   592.35422025  290.28804452  279.3975465   455.86938298
  918.60520218  -11.45601743  877.04901395  671.04648537  742.29440242
  791.09988345 -785.95073831   55.06073905 -336.16094845  649.83143322
   67.51552623  999.92414994 -471.15263643  968.03095945  789.85256845
  205.73789443  388.16000189  154.82129918  882.32190342  331.30327908
   87.82989024 -283.68598159  255.81399726  475.62469254  933.95493396
  933.81786898  839.7113892   490.81581162  283.49849033  813.77280707
  245.14827353  758.74900497  810.27776274  486.88219484  627.77391722
 -816.09236362  944.98921787  853.30583501 -646.46376434  108.89586233
  594.6137954   579.68411221 -109.17608225  598.54117498  399.45573326
  348.04544883  626.85075546  337.56900752  989.69208876  515.15701364
  386.03217654  507.02974775  382.66429353 -897.04090575  954.28096683
  736.62816119  555.19571887  685.78125257 -877.14679351   69.74236255
  827.42886305  371.58864859  558.78577286 -519.53666387  453.76674745
  842.34043626  773.33075687 -777.17147302  500.67137932  835.59524011
  648.8122108    61.47678091  897.72850848 -808.6568585   752.98205453
 -140.11288024  764.7091249   830.87772987  617.06735423  135.6923848
 -477.44494435  152.02602793 -652.23433439   52.35733169  232.67870933]",0,
0,"[-597.75499157  306.6382506   564.83249847 -285.8612185   371.55924072
 -265.68552032 -569.08759375  210.12828858  779.25051384  128.81804773
  770.36724829 -174.3022761   551.64077534  284.85024245   40.83232085
  632.36185833  702.11149681  696.33393494  919.43227569  604.93093108
  138.29878979  380.58005516  429.76904163   94.68498875  431.52459409
  823.39578733  394.36806527  344.6449784   700.11168572  422.7399193
  841.65964416  942.56865801  746.22175902   84.83268024 -293.26888447
 -499.9835063  -822.25926799  723.94650926  953.19229725  318.28208703
  184.11550326  990.65975154    3.61373079  610.46608455  824.91560312
  307.0782875   809.12982651 -477.19136313  567.29949963  147.50008489
  548.02406948  758.13196023   52.54820817  430.11490141  243.43282627
 -596.94478954  582.97801774 -203.92939629 -701.36148503  327.1215379
 -332.39412838  463.50837642   30.57483434 -763.56466248  645.46228281
  903.39518687  226.31827379  491.68462453 -160.36020542 -241.20997598
  489.03557497  487.12876385  169.70771688  242.56719466   48.19135502
  733.73240411  829.70739523 -215.37774987  139.5894931   366.72713143
  526.43597315  750.33326283  873.90232709  654.07280815  396.72307415
 -892.00769704  821.66001789  735.79433768  475.13102492  987.68111756
  907.26207586  377.81589283 -459.54114381 -663.88322781  816.01295122]",0,
0,"[ 127.25358804  205.14750783 -435.24288602  969.12365507  -59.12791097
 -414.64812533  450.84092998   20.7821446   269.87939923  243.82547492
  224.10994413 -176.28711872   72.23740264  530.65740996  599.66649938
  455.60165374 -158.47123294  758.65272928  719.41963319   26.42352614
  404.79815722   60.68048448 -447.10566384  233.85031395  779.36346087
  172.69686455  471.32745056  475.80868327  504.00471828  933.9764647
  -28.37016039  517.37607966  981.96660853   11.40047426 -983.14905299
 -264.57886836 -299.24340525  604.54878255  132.04609201  914.74199797
  209.73818837  849.94345925   76.19353036  869.10188026  951.73339122
 -980.34637896  554.47891093  876.36118375  465.10037047  903.75220858
  979.30861652  954.38227541 -716.94992707  568.65087885  674.13546982
   46.62589314  947.03090085 -648.93303097   15.62151319   38.14317873
  545.85073833  488.54978166  627.50726036 -587.02103937  987.2756797
  121.20421471  550.71511049  470.45633794  931.08738847  -77.11610257
  917.15593706  813.67527743  708.80709343   18.89593385 -715.72225321
  629.78974936  835.65661904  577.77963075  944.08520232  525.90090315
  263.88105941 -395.35609679   68.18320572 -301.76950065  -38.06023448
  389.89399552  976.73596679  678.2355576   282.99087176 -656.51430025
  454.33300648  550.256302    832.1264152  -263.17430016 -379.2192017 ]",0,
0,"[ 487.93212584   67.38854402  367.49862212 -547.57192716  237.28322458
 -471.96007641 -560.93501555  540.11163812  682.38420136  290.80369994
  346.05552614  421.29190095  670.79141617  235.67886789  166.6822578
  248.39043199  521.0095913  -772.54335907 -969.35527889  456.01813702
  864.84298786  666.81819715 -719.47546111  936.90344661  404.79854421
  639.55655336  247.06616563  705.32676386  890.13500026  581.36037835
 -513.12087899  407.81954064  401.18556397  510.54429627  -85.65470135
  899.78284018  149.70266302  836.39606762  556.68772047 -727.12423343
  922.94670475  200.764576    710.56225622  810.21831497  244.16630966
 -986.03877411   60.4843876   502.23715987 -714.23572163  186.26227063
  994.74836205  551.17083973  138.10782157  974.23981707    1.14809546
 -391.03686708  299.95737263 -208.41761584  503.27771962  201.69329534
  791.76618006  521.35687565  213.49384753   63.0431181   603.62752197
  233.83302861  269.15809009  583.78433161 -774.86998551 -304.39886157
  536.94612868  921.90766718  948.32743416 -670.44412695 -844.93717231
  657.39985188 -648.79438494 -354.02935597  261.52199882  700.09030245
  132.68947228 -936.01369387  320.31964069 -591.59580727 -894.08781326
 -274.76849417  358.22677288  630.04845985   12.33374907 -949.40970859
 -495.39280446  501.08169222  697.68865732  359.51075565 -517.62779433]",0,
0,"[-468.71098171  259.92822616   47.09595768 -401.74815847  312.03526006
 -809.18933394 -600.96349407  589.97711918  510.5178435   136.60091974
  172.46380304  228.49900641  661.90855843 -328.16109786  892.34092266
   25.30996951 -589.85674866 -289.22397953  218.18726126  796.45643323
  877.87682609  111.47033136  350.48599331  455.38209807  200.72960759
  377.01540466   81.65060554  745.27393549  939.74733123  759.23071163
  348.31558222 -894.1071565   941.36494785  339.58017865 -668.1250612
  830.02924163  427.12791303  266.21620769  401.61953526  317.42277759
  483.81025391  682.16544884  709.68239567  257.98361133  116.08660486
  -59.76089993  616.4334255  -411.05525124 -423.23953298  145.12602842
  119.17949982  426.40363818 -997.28147413  845.41418546  263.62031255
 -677.07981784  742.17998416  622.82898974 -707.04422178  811.50822972
 -522.44539398  111.43152979   28.7250606   136.13007812  424.82139781
  341.13791882  730.29813812  856.74090003  527.0169631   430.88317609
  749.17014369  981.85903499  225.76739335  374.0231806  -568.08791359
  297.10347153  667.05374282   43.80827037  700.84477106  984.28003329
  731.78904935 -940.87089567  324.21130579 -569.00435816 -301.63033711
  102.95151766  799.81538393  188.54592971  173.93341878 -624.88500706
  243.69276952  805.14878722  106.15675611 -688.26904069  646.29001662]",0,
0,"[ 1.10319687e+02 -6.66780993e+02  3.91333206e+02  5.69329153e+02
 -4.48496272e+02  9.31456727e+02  5.41221084e+01  8.46107506e+02
 -1.86513355e+02  6.82227744e+02  9.47408041e+02 -5.63174892e+02
  6.31121526e+02 -1.74701348e+02  4.05403779e+02  1.27092250e+01
  9.42357514e+02 -5.15817670e+02  3.58214144e+02  1.32819668e+02
  1.91629379e+02  3.13248130e+02  8.77285619e+02  7.57433382e+02
  9.20151098e+02  2.31691507e+02  4.29419621e+02  8.70984045e+02
  8.66395294e+02  3.68858250e+02 -3.85133380e+02  3.33417472e+02
  1.51069857e+02  2.94929686e+02 -5.61241703e+02  5.11144207e+02
  6.67417103e+02  6.22463196e+02  6.74177571e+02  5.92490491e+02
  7.81064873e+02  1.96850218e+02  2.78036688e+02  9.95280384e+02
  4.07947178e+02  4.99737981e+02  7.00193307e+02  7.51921734e+02
  4.05668412e+02  9.68547222e+02  6.94882032e+02  4.94448185e+02
 -9.09117747e+02  2.07550719e+02  4.93776196e+01  3.13861869e+01
  4.08639289e+01  9.09817657e+02  9.48763052e+02  1.91027576e+02
  1.69032752e+02  8.27023568e+02  9.07035525e+02  5.38808524e+02
  8.76583620e+02  5.79999064e-01  1.82280574e+01  5.18584462e+02
 -6.92827602e+02 -6.23434555e+02  3.64641174e+02  5.08407207e+02
  8.52945941e+02  7.51885765e+02  9.99920244e+02  6.94721571e+01
  6.66457146e+02  7.25360109e+01  9.70855025e+02  7.22326421e+02
  9.30293040e+02 -8.85462840e+02  1.17175433e+02  3.10306253e+02
 -2.96070843e+02 -7.40560638e+02  3.61699211e+02  1.21695778e+00
  1.57910000e+02  8.62135877e+02  6.50081486e+02  6.52144759e+02
 -1.85445579e+02 -5.17488323e+02  9.79621155e+02]",0,
0,"[ 671.17761351  779.25596548  425.27990415  417.91971969 -177.59882823
  610.69173291 -282.45645252  717.43201375 -948.65570269  790.96541995
  659.43374074   27.57164102  337.2507667   215.25771117  301.19490258
  647.40025187 -383.11732083  -87.58073666  -79.04828372  565.56947811
  996.09269407  529.42467802  920.43840366  490.23528268  386.6500205
  872.14807904  970.84030234  585.81692662  487.85981646  860.57993462
  283.63761602 -460.23848326  526.82388749  440.36044774   14.19535067
 -703.90208217   35.31715214   71.74655376  662.28960752  756.00726548
  361.23319273  882.09688544  827.74157221  241.78130376  991.13178976
 -208.81465237  114.48779841  981.62302113  844.23297531   31.38590295
  272.81706396  380.56747938  -85.98821643  401.70258708  471.43613777
 -410.4972285   891.17621773 -116.56059495  519.08015623  414.7152044
 -333.71005397  877.9583792   799.63460567 -427.66853982  990.54248237
  765.86780309  871.96950726  645.69959818  726.72032092  342.15783973
  260.19809118  942.66090308  964.13156451  -85.84667125  151.62905452
  754.91102015 -591.17359217 -231.62791636   74.15093738  568.03798526
  489.52511022  371.10689802  386.84036935  512.86325916 -212.58903189
  806.35735447  606.43125371  722.56188754  871.26367702  699.93368575
 -214.89612591  215.44297324  416.58966351 -367.04817827   57.533959  ]",0,
0,"[-862.20359076  405.17589812   99.86944171 -562.76817537 -137.09925842
   81.55302777 -265.59261846  813.11375251 -682.48059381  147.7869648
  963.06360051 -578.48400415  456.32187387  189.96370608  834.06183088
  824.03993072  646.59588515  278.34879108  131.13014651  490.70431687
    2.53407759  502.48999063  340.85663509  312.63506994  345.44127752
  136.38634571  330.79016235  887.52195774  755.61469193  563.63716739
 -940.04455524  101.91250324  465.6797355   887.50172694 -109.42258811
 -815.63100211  943.4412091    85.62820152  781.09437308  696.29213187
   12.108601    777.36415543  624.48641428  551.66597402  954.26456387
  375.08841576  490.90029353  618.21505383  124.26063369  108.23360498
  679.80205925  946.19096236  414.52670385  299.26517694  661.99365974
 -209.43257239  852.7428022   448.03095149  641.37662277  494.04134067
 -542.92336191  769.48875217  690.48126389  610.15070884  211.23591089
   29.69320682  512.66998462  413.97313247 -921.03577633  404.93698962
  615.35449304  159.7055238    70.85184108  657.96508092  137.61307964
  534.87562551 -961.13411102  676.3297138   883.85106277  107.40336965
    3.44701305  -74.98075812  765.47881192  179.58232908  625.11411199
  529.59471245  168.0711935   371.40510781  570.66701401 -424.54545344
  424.6682695   814.2653162   -51.24006127 -141.00463208  705.79974451]",0,
0,"[ 724.26065354  563.5628765   774.96783715  213.55065378  -65.40409916
  917.89845601 -949.68611243   17.27847576 -500.81110382  -52.1876833
  295.30422954  591.86451656  265.36461071  237.79492977  890.0515248
  361.74249907  268.5077145  -674.89422009 -140.64118546  522.85972071
  181.98716836  220.83877607  453.24040102  498.89327556  111.76648352
  582.80304265  371.03767969  549.24003571  848.83028534  395.96643895
 -417.21353646 -357.97953265  698.0140802   431.44729938 -377.25344576
  668.5495901   373.6816842   619.67169917  856.61333473  515.5371538
  740.4139475    39.129221    838.50274968  376.45036985  534.84136566
 -448.15215772  752.30202138  303.39325409 -385.26737354  926.10719342
  601.62327487  537.64978574 -610.89803575  186.87828995  475.44074596
  871.17837174  661.21980997 -871.36147757 -826.60017487  702.86136284
  928.56992906  933.64940754   94.28911829 -884.37891327  445.49671264
  212.64125232  654.83510054  463.12410737  486.16566205  445.50607087
  144.56846969  834.8392477   559.043037    298.72036879  984.50792719
   95.9222488   339.51547907 -586.40342056  643.93645246  675.78708525
  189.96914657  588.85544917  448.66478384  254.76675295 -967.04877065
 -262.7607007   950.53386184  304.13394943  398.92053996 -344.20908827
 -289.19531733   41.21529249 -161.14040542 -675.32214662 -359.72228755]",0,
0,"[-748.71194609 -276.47530378 -563.61681891   45.04085311  184.99106555
 -264.58144337 -306.58618397  399.26390177 -472.1582742   865.22188411
   45.43107113  781.62936539  342.23891445  412.26069789  204.87318841
  241.62788991 -646.42686548 -665.1194513   116.72057301  602.72023784
  578.06964545  903.78825647 -966.77285634    9.59628007  211.46716617
  487.31782017  121.57918692  620.51426067  657.01215857   49.30621018
  365.20848582 -706.2676244   684.52639929  310.91435801 -853.16233976
 -195.91324862  614.79749646  237.8239616   252.56142303  152.73033174
   85.05778185  839.7898386   115.68293746  595.20373251  909.1483123
  357.48688475  681.4412311  -321.98703388  205.34677258  185.99314262
  408.88022431  580.54635374  623.53950098  956.48252075  509.82142042
 -330.49816815  255.55065475 -582.748653   -626.76901159  560.93873507
  326.66160315  719.8635533   908.38742332 -958.16177331  648.49329059
  115.10666751  572.49697073  327.79109887  892.97010724 -850.34970655
  166.59060403  813.00478719  258.09935488  951.15119728 -566.83804616
  422.87071916 -318.32512504  137.35728211  468.68380272  887.5583388
  373.54400065  664.20594587  930.08464382 -922.75313459  405.69122697
 -490.81025908  912.98703923  835.05627277  320.82437793 -997.2794278
 -117.03210421  814.82880453  977.70683103  243.77949471  261.10205192]",0,
0,"[ 867.74414763 -252.03980145  203.97485945  611.39393835  867.63911034
   32.57026236 -180.61967296  509.49288165  275.67231416  317.46488482
  403.9516843  -421.68588658  248.95918187  399.85102762  625.67796211
  431.44919126 -731.48980079 -558.11462126  827.50995135  456.57037416
  218.79047914  937.35200993  187.8143055   705.30035306  856.51550624
  415.72461013  428.20492082  160.50988909  280.57719991  971.26267668
 -239.02554746  919.43125557  834.70982463  590.30317145 -924.38955148
  956.57983777  256.47844619  592.78113965  422.22971948 -806.33382739
  205.37057123   27.18699967  499.43036768  356.96778121  386.899552
 -187.46862303  668.9769598   450.29952204   96.03178955  466.72882811
  808.20097367  198.10985147  216.02214248  920.68450762  602.18299359
 -141.38290669  453.53300939  326.59385843  676.2574969   804.51678391
 -768.95922303  438.33573169  960.63411943 -857.86054711  380.91455384
  469.74121712  975.81964604  979.63609769  288.19381729  398.93903207
  908.10698957  732.79730277   11.60699111 -697.21980236 -593.64891194
  232.59340188 -682.25175033  329.08708259  287.57682764  725.0400811
  501.10014053  137.34690335  795.48724948 -987.82788993 -412.94489246
 -227.29415088  473.23056448  962.91001016  805.69277875  638.15246295
 -756.65230011  611.22818107  -44.49748822  548.82012991 -746.78745447]",0,
0,"[-545.82190407  197.64199165 -287.21409091  785.3246113  -284.13362727
 -747.16397215 -890.33898979  427.13396235  447.67070567  501.53443188
  343.43133143 -739.48892122  836.49046409  661.40377435  842.20996989
  944.22567138  -58.7416272  -926.86649301 -700.3080671   101.80070582
  250.47916201  770.62427307  309.26855734  250.03242339   36.19993428
  255.78941021  929.53533902  599.10902988  126.49659386  911.02570969
 -337.74781348    1.08095191  453.16287005  297.15898714  517.7856552
  736.20017574  836.84636784  771.83902502  420.18232128 -250.91711684
  362.98528032  879.73549133  526.10414898  671.25892489  376.01932818
 -492.00986501  910.79558766  883.87411137 -671.85935983  313.60556881
  331.95147142   35.93396662 -856.90101482  714.54410734  896.46579492
  101.62371566  861.51315805 -793.45561075 -212.09004846  978.3149295
 -228.54415455  564.49858971  275.60088066 -934.91175705   55.93327922
  228.95938234  348.04339734  998.95638139 -882.26002996  -71.42231765
  190.89009882  912.03586942   13.31096427  425.32797344  227.0035349
  296.7291989   113.25407943 -348.81203261   58.64963725  602.40700772
  915.06830582  536.9249664   791.07606379  595.20707121 -497.48569483
  335.63104594  906.57771563  320.49809938  541.07238747  433.28379708
 -268.73386566  631.10853504 -528.6802427  -103.72104828  284.18461998]",0,
0,"[-904.7462652  -591.2118675   -49.81121205 -687.57525647  823.11602875
 -474.07816741  744.04623743  466.21063297  752.58393301  445.80148162
   34.66764687 -768.80841613  693.83688675   58.42681953  829.95034248
  451.1858509    79.61152274  603.96102487 -301.43385889  280.73026206
  252.8281091   195.7627378   511.21367659  369.64606782  160.65998372
  591.49118825  879.56947286  971.36087934  464.37649407  605.37637374
 -778.15132901 -645.54579209  930.95887533  971.75904687  533.1343505
  138.61845116  592.32617996  224.90290477  936.5628267  -307.9703098
  466.50340442  621.34315483   79.66078471  403.11408171  938.21760141
  990.32413626  769.00155649  993.02882325   13.78381053  988.3238294
  107.03781248  590.09879292 -957.01537142   49.31488671  908.12323065
 -852.70209182  100.65768839 -149.48004216 -439.88345323  869.93704058
   93.25161603   61.68631868  803.09612972  874.43815104  665.2156556
  368.67241151  655.65110838  724.29594384 -767.82872361  598.58089024
  156.28134124  494.20678775  807.20238289 -524.91371787 -150.68391229
   19.76158929  944.08186191 -493.45933394  536.65132271  783.28932072
  631.27458218  950.36316263  327.34217037 -431.89294895  561.87189732
  455.60677556  500.95245795   49.21409479  748.76519714  666.75629187
  464.79757686  430.40615988  778.16768134 -105.11381309 -412.54980426]",0,
0,"[-250.33061218  565.26218108  239.90420917  494.79293445   97.37273975
  431.45322869  829.18902032  655.40438168 -689.96606776 -511.87975416
  812.8349543   512.18737403  425.10120074 -663.98227144  681.98245177
  815.65529914  409.48189747 -479.98144939 -328.25331074  738.43713378
  419.53101399  751.32036891  752.68029506  421.94042854  282.58505339
  787.31690221  529.92105332  308.53691591  873.15386386  718.96532171
 -165.7930875   429.60587827  595.92909887  836.94321879 -379.33734598
  -56.78904525  466.18534356  218.70539654  522.75913833  193.04203402
   14.07106922  687.92985597   56.43449232  109.5395259   297.72137193
 -340.59444232  669.96102893 -656.0558975  -905.06708753  464.8600704
  995.4027156   650.74037283 -438.49622657   85.83468894  641.93876236
 -549.66228314  379.5020419   566.45909722  -74.11870497  232.86670697
 -220.21830574  560.87882486   66.75405007 -708.8714148   589.07496311
  453.2931149   488.92059508  580.41513706  204.08449009  -87.80598675
  763.46792017  724.92355045  873.07894486  619.34627868 -807.02459051
  449.54466277  203.64719459  531.895447    885.35383087  254.86853351
  370.18988575 -541.06738023  234.63088257 -433.27225602 -854.50844788
   64.54195517  352.56880901  619.37770301  420.01340442  827.90068232
  128.0388316   662.98737139 -982.39170131  -60.48104225 -335.17917404]",0,
0,"[-637.15727642 -641.56913035  -93.66659788 -341.88548338  577.675295
 -999.65891621 -104.92069893   47.20442412  569.98696234 -523.18632613
  885.67531202 -655.41942656   33.67215376  523.76002197  481.78935075
  862.96888248  -17.05406604 -974.7525828   964.92168484  485.59386549
  315.1621866   204.03293615 -658.60122807  512.15727416  262.88581135
  487.63659602  286.75808501  285.67197008  521.73351411  196.17655263
  215.36880687 -569.96003924  120.66123994  621.8965218   -87.75469117
  196.57773605 -239.05520422  205.43707032   59.32764133 -240.04302119
  735.85105058  981.2141926    81.76440144  536.30934277  694.92197953
 -686.60081191  908.30667043 -847.99377089  887.94428396  456.02178645
  665.31812614  201.0222105  -880.92465053  823.65262121  352.68572424
  808.83856516  744.04381475   -7.06872233  -25.46221063  523.47740226
 -642.66464458  870.06193284  172.3711753  -423.43163229  774.0640179
  844.53591464  526.00437462  699.72485736 -121.71715761  565.91065443
  225.07056602  864.67114981  432.46326084  681.47955611  552.77940222
  927.04380258 -268.83832322  721.65768358  746.67638803  239.38622612
  649.22485623  759.60005522  204.50150087 -611.14036259 -659.37907074
 -567.4829899   979.02514955  836.63190021  579.5363964  -431.4830366
 -835.41763248  463.17426747  591.46376984 -259.29950685  573.72439969]",0,
0,"[  77.39660667  573.4013698   260.30817268 -779.47926243 -771.18504645
  219.32502177  994.99893887  637.76668924  178.34908227  661.38359988
  540.31698629  221.02431218  450.10155243  986.61453361  247.18108124
  381.4888325  -939.16642348  863.3988223   536.67731249  680.50600372
  805.07328414  902.35485239  -71.83134926   79.58210319  808.37313759
  272.79626992  301.83684192  732.43484732  588.53172175  735.18621161
 -801.05877848 -314.06549483  711.70193939   56.46403667 -358.62405017
  316.22398893  202.24041021  949.71091879  134.98050344  247.01487433
  965.79973036  748.83804673  183.85454258  549.28803915  167.84564213
  187.90899746  501.92626257  261.66311331 -728.57216423  144.86456599
  266.30472441  446.86105001 -572.55633775  925.63710019  603.85328286
  841.77799184  170.29641351 -380.8456594  -465.43993173  622.79378005
  747.16167005   42.76249972  610.34134616  293.10485697  315.25327881
  720.83569792  853.95332072  887.15875168 -889.72809304   74.98491274
  474.50697309  940.93504221  293.83696909 -430.65188723  764.07558538
  999.91293125  546.93844857 -659.74201699  565.20230826  950.50597372
   84.09866826 -452.50785512  502.24230315  176.17049542  251.55301112
 -340.59112948  823.2754243     8.03686051   28.59780479  953.18498758
  619.75250525  692.24511536    7.66728638 -814.72625317 -772.07181007]",0,
0,"[ 686.69322026  -16.22210601 -557.90846309 -795.1228928  -427.61364676
 -253.34584729  612.77340572   56.07932728  874.20906811 -350.95304417
  330.38367459 -125.99042436   54.41974437  342.76589254  117.45282191
  320.17960295 -876.10000454  409.01618165 -203.42739228  377.90503633
  627.30946663  624.00970759   14.35678041  445.00435972  146.97915498
  381.99149208  401.9976491   110.13306583  994.08645267  675.70720658
 -838.97659606 -207.47704363  125.84912146  527.22159774  399.64635972
 -559.90018297  129.8942979   960.30051695   88.75969286  121.06757294
  794.83866418  810.10322272  126.32169572  562.40178585   84.93667343
  313.2358137   172.71041109  697.85483782 -980.52112233  273.94490332
  675.25797132  556.61287639 -710.64852939  646.60299176  216.21961402
  744.46819848  774.47309763  250.79025388 -717.44464542   78.58828835
 -135.02057053  953.07234868  749.8860302   284.24707774  231.69362644
  700.08784392  940.26268446   85.41998594  158.31571747  388.99319994
  308.15082249  434.2061184   890.07619293 -295.70693049 -669.58088247
  448.91321332 -915.84499256  761.82267619  995.61231614  749.23181513
   95.43847799  886.33277857  875.72835579  307.28700812  951.56965859
 -420.44554928  208.6677858   835.5678067   297.39602949  266.46186707
 -928.41184575  773.44430944 -906.43074582 -804.6337684  -561.53864636]",0,
0,"[-898.61439924  908.80022145  167.92697665 -507.15160856  701.54608756
 -889.7159252   780.01975494  651.08920009 -678.9109061  -589.80103226
  690.95395897  236.82290802   17.90873129  224.72059582  843.65474554
  147.13750498  450.59213799  914.98081123  815.0654229   427.82001837
  703.83767636  562.42781229  452.69021605  765.64834209   54.03421024
  761.51886986  983.74935388  559.13621835  946.64616907  457.7311304
 -697.92946232 -444.70182622  293.03016502  468.82701425 -433.07733088
  280.78712462  818.52718675  929.63044904  414.32548716 -619.8177084
  554.68365011  593.94890932  761.39745534  527.4510351   226.06669764
  851.82548406  127.83361066  764.29641967  830.68848548  631.21981706
  845.69635276  967.31328621   37.89776722  426.02954517  535.96933461
  510.44160598  370.69866344  562.76022957  404.7339979   761.62495948
 -593.00329164  604.01333274   42.04824647 -872.95622297   86.36796154
  608.46214961  636.45437961  702.80281552 -233.00245772  191.41242542
  519.78258997  680.56061933  423.55741683   92.27157043 -147.97301582
  168.03203837  228.82345107 -455.12844824  116.23352797  554.78455702
  265.31788092 -846.34559379  637.89113666  759.55695328  781.43588633
  662.76443025   83.8666284   580.01947256  518.37964515 -950.25510937
 -616.08765812  774.5015201   969.39002134  324.75508551  385.01790256]",0,
0,"[-703.42901005  318.90605012  663.4052668  -694.3301334  -421.44112322
 -924.12309533  -12.99148144  710.26470943  885.7731438   210.98950234
  475.39938687  382.69025038  851.1376645   204.75423172  822.60106575
   46.63048381  191.68036583  723.81061869  452.37479667  689.45689379
   97.06909976  763.5865988   700.31049208    1.90721625  952.75955361
  870.89262215  956.21058681  727.84615957   87.68345844  622.81897467
  966.98719607 -663.757768    277.14571216  784.0983521   484.59771197
 -408.66000824  263.65819465  246.79405238  914.96781758 -258.14073027
  739.86014785  352.34175508  953.1563708   347.46835252  354.88657853
 -668.29713064  826.48729924  417.9185666  -344.84499096  451.22063636
  873.51341964  452.03489398  746.92671984  228.8255058   242.84374207
 -815.70100661  338.40294048 -450.8656545  -639.50604055  177.08177592
 -598.32674399  205.28187161  136.94028817 -526.75211412   41.54798527
  159.40682948  192.59130393  424.65168214  -97.36276892 -625.60301899
   28.73373323  246.97738699  240.78199817 -754.47065676  716.33350501
  197.86032035 -760.62846713  264.98272941  669.73230005  125.97756888
  609.35149813  207.25776957  556.28561746  197.58904409  -67.31385912
  728.82194941  233.39572521  745.95425106   12.88618511  663.7193263
  876.93388403  458.79528954  650.60344975  204.96935813   15.56742664]",0,
0,"[ 240.98318188  801.15212103  285.33608471 -971.00580628  815.3388271
 -639.93535249  133.5494652   778.34227797  545.98433174  700.62088092
  128.89961922 -337.8412285   362.25421519 -672.75602974  756.76100923
  529.87419648 -803.41899174  226.55016476 -588.14598964  296.73994618
  786.86053954  543.32433967  543.35620628    4.56695328  440.67579472
  587.05108747   58.86648456  569.68163851  763.08525314  909.55367409
 -127.639779    778.1932354   938.80756801  724.26113281 -648.89449087
  872.97091234  218.55011437  662.3018303   785.59818327 -603.6759716
  152.78685177  423.28583697  755.11342274  890.5338111   986.30677786
   71.14881828  955.10707445 -861.48348752  896.88578252  289.29909554
  952.2065877   923.90413581 -599.98288632  466.94058235  630.36029649
  209.64333565  711.26322452 -811.69375765  909.34315524  544.89326405
 -353.26007562  105.79654571  141.74751406  442.51583816   44.19375511
  563.61111841  617.5473495   934.27851799 -154.93172764  426.87805683
  737.53899277  343.32189242  415.86469352 -312.16661135 -476.68006196
  244.86081183 -943.88572463  375.2863098   105.10696865  600.78852152
   14.58489828  879.74058801  193.49291266 -848.77945398 -624.61653653
  167.454383    700.01928086  275.96708667  239.42645761 -964.05764469
  -82.90623024  588.49513461 -582.91618743  825.75960957   48.3545036 ]",0,
